,COUNTY,WWWRACE4,WWWAGEC1,W1STATE,HISWT1RV,STRATA,CENSDIV,CL2,WWWEDU3,RHWT2CC,W3IWER4_A
1281,-0.3417456347844394,0.9924742519649596,-0.9915566899807644,0.9106447101025128,0.9706093329229137,-0.9983388995676009,0.7970294600263136,0.5586242219388112,-0.1948120925094632,0.050059576950412916,1
1296,0.958974103974366,0.9924742519649596,-0.995399866036631,0.9972902152495762,0.9717394478059145,-0.9983388995676009,0.8095742720402056,0.5494934178307626,-0.1941077072574013,0.049012883104674713,1
222,0.9970946652296175,0.9924742519649596,-0.9941062845464167,1.0000000000000002,0.9704373910306059,-0.9983388995676009,0.7970294600263136,0.5357067219100522,-0.1948120925094632,0.050432742401465024,1
1555,-0.9732235985902064,-0.7495923400035951,0.07530252100764767,-0.7652864144164646,-0.7526489262402545,-0.400755382988381,0.9716168141064024,-0.8075173879028394,-0.8989521652673712,-0.868003297362994,1
1612,-0.988060463787664,0.19168333798282644,-0.5070374124488373,0.11864065010643066,0.1791795918123168,-0.7254748923311077,0.865089914351312,-0.08436736376545717,-0.5189979390205306,-0.37299963175895684,1
447,0.9623966934928001,0.9924742519649596,-0.9948333339672146,0.997584992164933,0.9743011358637043,-0.9983388995676009,0.8076772287232302,0.5602806137389102,-0.19420772384580548,0.04911183463949944,1
1328,0.9999949140557787,0.9924742519649596,-0.9915721174101559,1.0000000000000002,0.9704373910306059,-0.9983388995676009,0.7970294600263136,0.5585598971535293,-0.19469973268991037,0.04839803891977727,1
418,-0.01679453626451899,0.9924742519649596,-0.991159426819625,0.9323797806181178,0.9765608349629753,-0.9983388995676009,0.7980942368960052,0.5725675596533393,-0.1948120925094632,0.049622968759669435,1
1591,-0.9972009348665828,0.7713152971791614,-0.8653208318505967,0.662434298122871,0.752381638325426,-0.9253502882542538,0.7996418807177116,0.36142009176540857,-0.28512313724295724,-0.06780690041621429,1
6,-0.018174570280450553,0.9924742519649596,-0.9970531422732084,0.9323797806181178,0.9767563194140874,-0.9983388995676009,0.7980942368960052,0.5357067219100522,-0.1948120925094632,0.04958121635058419,1
1654,-0.9812814583060027,-0.23836105829606846,-0.24109366480446637,-0.2851603340269502,-0.24646116274748442,-0.5771323834388369,0.9136697091427681,-0.4148860401280732,-0.692562066274052,-0.5992807793740751,1
