,CENSDIV,MULT3,W1STATE,W2TOTCL,WWWAGEC1,WWWSEX,WWWAGE,W12SEX,W12EDUC3,W1AGECAT,CENSREGN,W2CIVLIB,W12AGEC1,W2FIPCOM,WWWEDU3,WWWEDU5,W1FIPCOM,IMPHISP,AGE4049M,IMPRACE,W1TRUAM3,W1TRUAM2,AGE5059M,WWWRACE3,WWWMALE,COMPLET3,W12HISP,COMPLET2,WWWBRNUS,RAC3,WWWHISP,W2SECURE,W2MISSCL,WWWBLACK,W12RACE4,W12WHITE,WWWWHITE,MULT2,RACES,USAWT2RC,EDUCAT4,WWWRACE4,W12BLACK,HISWT2RC,WWWHOMLN,AGE65PLM,NEWRACE,W12OTHET,AGE3039,USAWT2CC,RACWT1RV,USAWT1RV,RHWT2RC,RACWT2RC,HISWT1RV,RHWT2CC,USAWT2NC,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
3158,0.35483870967741926,1.0,-1.0,1.0000000000000002,0.9999999999999998,1,0.9466666666666668,1.0,-1.0,0.9999999999999998,0.3333333333333335,-0.09090909090909083,0.9999999999999998,-0.1428571428571429,0.0,-0.5,-1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,1.0,-1.0,1.0,1.0,0.0,-1,0.2727272727272727,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.7643346614639208,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7042998084190945,-0.7626805178562722,0,0,0,1,0,0,0
2753,0.29032258064516125,1.0,-0.5636363636363637,1.0000000000000002,-0.33333333333333326,1,-0.6,1.0,1.0,-0.33333333333333326,0.3333333333333335,-0.09090909090909083,-0.33333333333333326,-0.1428571428571429,1.0,0.5,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,0.2727272727272727,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,-0.9836182209660703,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9794450247590679,-0.9853523073019981,0,0,0,1,1,0,0
3285,-0.3548387096774195,1.0,0.9636363636363636,0.6363636363636365,0.9999999999999998,1,0.6800000000000002,1.0,-1.0,0.9999999999999998,-0.33333333333333326,-0.09090909090909083,0.9999999999999998,-0.1428571428571429,0.0,-0.5,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,-0.09090909090909083,-0.4545454545454545,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7596987885607159,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8671738651601743,-0.757702888817139,1,0,0,0,1,0,1
2444,0.29032258064516125,1.0,-0.6000000000000001,1.0000000000000002,0.0,1,-0.3599999999999999,1.0,1.0,0.0,0.3333333333333335,0.6363636363636365,0.0,0.4285714285714285,1.0,1.0,-1.0,0.1428571428571428,1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.4545454545454545,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.9928834029978971,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9910704768464965,-0.9936367273831423,0,0,0,1,1,0,0
252,0.9354838709677418,1.0,0.23636363636363633,1.0000000000000002,-0.33333333333333326,1,-0.5733333333333333,1.0,-1.0,-0.33333333333333326,1.0,0.6363636363636365,-0.33333333333333326,0.4285714285714285,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,1.0,0.0,0.20000000000000018,-1.0,1,-1,1.0,-1.0,1.0,1.0,1.0,-1,-0.4545454545454545,-0.8181818181818181,-1,1.0,-1.0,-1,-1.0,1.0000000000000004,-0.9793226424728345,-0.33333333333333326,1.0,-1.0,-0.9793226424730548,-1.0,-1.0,1.0,1.0,1.0,-0.9913059281480336,-0.9616929964821862,-0.8808461713783127,-0.9793226424728508,-0.9801746272183837,-0.8808461713783626,-0.9951943648007413,-1.0,0,0,0,1,0,0,0
1592,-1.0,1.0,-0.20000000000000007,0.8181818181818183,0.33333333333333326,1,-0.11999999999999988,1.0,-1.0,0.33333333333333326,-0.9999999999999999,-0.09090909090909083,0.33333333333333326,0.4285714285714285,0.0,-0.5,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.09090909090909105,-0.6363636363636362,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8074130807258866,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8935478687158098,-0.809843009530089,0,0,0,1,0,0,0
1793,-0.935483870967742,1.0,0.49090909090909074,1.0000000000000002,-0.6666666666666666,-1,-0.7866666666666666,-1.0,-1.0,-0.6666666666666666,-0.9999999999999999,0.4545454545454546,-0.6666666666666666,0.9999999999999999,0.0,-0.5,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.2727272727272727,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.02598245965010726,-1.0,-1.0,-1.0,-1.0,-1.0,-0.46161326288810856,-0.03140389733539595,0,0,0,0,1,0,0
878,0.9999999999999998,1.0,-0.8181818181818182,-1.0,0.9999999999999998,-1,0.3600000000000001,-1.0,-1.0,0.9999999999999998,1.0,-1.0,0.9999999999999998,-1.0,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.6554573987031076,-0.2622780230396893,-1.0,-1.0,-0.26227802303959735,-1.0,-1.0,0,0,0,0,0,0,0
661,0.9999999999999998,1.0,0.8909090909090909,0.6363636363636365,0.0,1,-0.3866666666666665,1.0,1.0,0.0,1.0,0.2727272727272727,0.0,0.9999999999999999,1.0,0.5,0.9999999999999999,0.1428571428571428,1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.4545454545454545,-0.4545454545454545,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.6609605978348163,1.0,-0.9999999999999999,-1.0,-0.6609605978346044,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8647165799424659,-0.8530144155369297,-0.685279859307554,-0.6609605978346124,-0.6609605978346278,-0.6852798593074019,-0.9252222921119189,-1.0,1,0,0,1,1,0,0
2590,0.9354838709677418,1.0,0.23636363636363633,0.09090909090909105,0.9999999999999998,1,0.4666666666666668,1.0,0.0,0.9999999999999998,1.0,-0.2727272727272727,0.9999999999999998,0.1428571428571428,0.0,0.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.4545454545454545,0.09090909090909105,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9985239079176582,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9991840923115051,-0.998527174296421,1,0,0,0,1,0,0
984,0.41935483870967727,1.0,-0.8545454545454545,1.0000000000000002,-0.6666666666666666,1,-0.8133333333333332,1.0,-1.0,-0.6666666666666666,0.3333333333333335,-0.09090909090909083,-0.6666666666666666,0.4285714285714285,0.0,-0.5,0.1428571428571428,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,0.2727272727272727,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.38497002289894944,-0.33333333333333326,-0.9999999999999999,-1.0,-0.38497002289875437,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7552632413733389,-0.7436404079148048,-0.45109224701384665,-0.3849700228988788,-0.38497002289896487,-0.4510922470139397,-0.8647221230933669,-1.0,0,0,0,0,0,0,0
595,-0.935483870967742,1.0,0.49090909090909074,-1.0,0.9999999999999998,1,0.3333333333333335,1.0,-1.0,0.9999999999999998,-0.9999999999999999,-1.0,0.9999999999999998,-1.0,0.0,-0.5,0.9999999999999999,0.1428571428571428,-1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,-1,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.7156857575110671,-0.39123677519873035,-1.0,-1.0,-0.3912367751987228,-1.0,-1.0,1,0,0,0,0,0,0
1979,-0.3548387096774195,1.0,-0.38181818181818183,0.6363636363636365,0.9999999999999998,-1,0.6000000000000001,-1.0,1.0,0.9999999999999998,-0.33333333333333326,-0.8181818181818181,0.9999999999999998,0.9999999999999999,1.0,0.5,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.6363636363636365,-0.4545454545454545,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.9962334774361455,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9979180602921992,-0.9962275013584949,1,0,0,0,1,1,1
2695,-0.3548387096774195,1.0,-0.09090909090909094,0.4545454545454546,0.9999999999999998,1,0.3866666666666667,1.0,0.0,0.9999999999999998,-0.33333333333333326,0.2727272727272727,0.9999999999999998,0.4285714285714285,0.0,0.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,-1,1.0,-1.0,1.0,1.0,0.0,-1,-0.6363636363636362,-0.2727272727272727,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.9959129736076712,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9948718191028677,-0.9957383489803898,0,0,0,1,1,0,0
968,-0.935483870967742,1.0,0.49090909090909074,1.0000000000000002,-0.33333333333333326,-1,-0.5733333333333333,-1.0,0.0,-0.33333333333333326,-0.9999999999999999,0.09090909090909105,-0.33333333333333326,0.4285714285714285,0.0,0.0,-0.1428571428571429,0.1428571428571428,-1.0,-1.0,0.0,0.20000000000000018,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.09090909090909105,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.36380568822952897,0.3333333333333335,-0.9999999999999999,-1.0,-0.36380568822946957,-1.0,-1.0,-1.0,-1.0,1.0,-0.7438454307630273,-0.6674320043872045,-0.2879176093936563,-0.3638056882295808,-0.36380568822961146,-0.28791760939384026,-0.8584109453734632,-1.0,1,0,0,0,0,0,0
2167,0.9999999999999998,1.0,-0.8181818181818182,1.0000000000000002,-1.0,-1,-1.0,-1.0,-1.0,-1.0,1.0,0.09090909090909105,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1,1.0,1.0,1.0,-1.0,-1.0,1,0.09090909090909105,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.99740968444566,-1.0,-1.0,-1.0,-1.0,-1.0,-0.996677392485922,-0.9974786494670077,0,0,0,0,0,0,0
3166,-0.29032258064516125,1.0,0.018181818181818077,1.0000000000000002,0.9999999999999998,1,0.5466666666666669,1.0,0.0,0.9999999999999998,-0.33333333333333326,0.4545454545454546,0.9999999999999998,0.9999999999999999,0.0,0.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.2727272727272727,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-0.7936425620867366,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8859362351555022,-0.7937950000420525,1,0,0,0,1,1,0
1039,-0.29032258064516125,1.0,0.09090909090909083,-1.0,-0.33333333333333326,-1,-0.6266666666666666,-1.0,0.0,-0.33333333333333326,-0.33333333333333326,-1.0,-0.33333333333333326,-1.0,0.0,0.0,0.1428571428571428,0.1428571428571428,-1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,0.3333333333333335,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.7763972864709725,-0.5212300735600106,-1.0,-1.0,-0.5212300735600177,-1.0,-1.0,0,0,0,0,0,0,0
1242,0.9999999999999998,1.0,0.8909090909090909,-1.0,0.33333333333333326,1,-0.11999999999999988,1.0,1.0,0.33333333333333326,1.0,-1.0,0.33333333333333326,-1.0,1.0,1.0,0.9999999999999999,0.1428571428571428,-1.0,-1.0,-0.5,-0.19999999999999996,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8530144155369297,-0.685279859307554,-1.0,-1.0,-0.6852798593074019,-1.0,-1.0,0,0,0,0,0,0,0
1901,-0.3548387096774195,1.0,-0.4181818181818182,1.0000000000000002,0.33333333333333326,-1,-0.11999999999999988,-1.0,1.0,0.33333333333333326,-0.33333333333333326,0.09090909090909105,0.33333333333333326,0.4285714285714285,1.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.09090909090909105,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9455098362654044,-1.0,-1.0,-1.0,-1.0,-1.0,-0.969880643579328,-0.9454233805370055,0,0,0,0,1,0,0
964,-0.29032258064516125,1.0,0.018181818181818077,-1.0,-1.0,-1,-0.8933333333333333,-1.0,0.0,-1.0,-0.33333333333333326,-1.0,-1.0,-1.0,0.0,0.0,-0.1428571428571429,0.1428571428571428,-1.0,1.0,-1.0,-0.6,-1.0,1,1,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1.0,-1.0,-1,1.0,-1.0,-1,-1.0,0.6000000000000001,-1.0,0.3333333333333335,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-0.9419842432950692,-0.8195421490338094,-1.0,-1.0,-0.8195421490339546,-1.0,-1.0,0,0,0,1,0,0,0
2326,0.41935483870967727,1.0,0.709090909090909,0.8181818181818183,-0.6666666666666666,1,-0.7599999999999999,1.0,-1.0,-0.6666666666666666,0.3333333333333335,-0.4545454545454545,-0.6666666666666666,0.4285714285714285,-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,1,0.4545454545454546,-0.6363636363636362,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9961693756808417,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9950864437636588,-0.9955537899389181,1,0,0,1,0,0,0
2345,0.41935483870967727,1.0,0.709090909090909,1.0000000000000002,0.9999999999999998,-1,0.52,-1.0,-1.0,0.9999999999999998,0.3333333333333335,0.4545454545454546,0.9999999999999998,0.4285714285714285,-1.0,-1.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,-1.0,0,1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.2727272727272727,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,-0.9999999999999999,-0.33333333333333326,1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-0.9745226909834453,-1.0,-1.0,-1.0,-1.0,-1.0,-0.968032442938215,-0.9771462069839285,0,0,0,1,1,1,0
2503,0.29032258064516125,1.0,-0.6000000000000001,1.0000000000000002,0.33333333333333326,1,-0.06666666666666665,1.0,-1.0,0.33333333333333326,0.3333333333333335,0.09090909090909105,0.33333333333333326,-0.1428571428571429,0.0,-0.5,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1.0,1.0,-1.0,-1.0,-1.0,1,0.09090909090909105,-0.8181818181818181,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9921944062392868,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9899877354954076,-0.9909400383279875,1,0,0,1,0,0,0
2041,0.29032258064516125,1.0,-0.6363636363636365,1.0000000000000002,0.0,1,-0.19999999999999996,1.0,1.0,0.0,0.3333333333333335,0.09090909090909105,0.0,0.4285714285714285,1.0,0.5,-1.0,0.1428571428571428,1.0,0.0,-1.0,-1.0,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,0.09090909090909105,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,1.0,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.9836182209660703,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9794450247590679,-0.9853523073019981,0,0,0,1,1,0,0
2961,-0.29032258064516125,1.0,0.018181818181818077,1.0000000000000002,0.33333333333333326,1,0.01333333333333342,1.0,0.0,0.33333333333333326,-0.33333333333333326,1.0000000000000002,0.33333333333333326,0.4285714285714285,0.0,0.0,-1.0,0.1428571428571428,-1.0,0.0,-1.0,-1.0,1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.8181818181818181,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-1.0,0.3333333333333335,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-0.9927286493255464,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9908763002618987,-0.9924179694377868,0,0,0,1,0,0,0
1194,-1.0,1.0,-0.12727272727272732,-1.0,0.33333333333333326,1,0.040000000000000036,1.0,-1.0,0.33333333333333326,-0.9999999999999999,-1.0,0.33333333333333326,-1.0,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,-0.5,-0.6,1.0,-1,-1,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9137874837574858,-0.8154049232758519,-1.0,-1.0,-0.815404923275775,-1.0,-1.0,0,0,0,0,0,0,0
1667,-0.29032258064516125,1.0,0.018181818181818077,1.0000000000000002,0.33333333333333326,1,-0.039999999999999813,1.0,1.0,0.33333333333333326,-0.33333333333333326,0.09090909090909105,0.33333333333333326,0.9999999999999999,1.0,1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,0.09090909090909105,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9105294998586271,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9505453150037337,-0.910368581692933,1,0,0,1,1,0,1
682,-0.29032258064516125,1.0,0.018181818181818077,1.0000000000000002,-0.33333333333333326,-1,-0.5733333333333333,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,1.0000000000000002,-0.33333333333333326,0.9999999999999999,1.0,1.0,0.7142857142857141,0.1428571428571428,-1.0,-1.0,-0.5,-0.19999999999999996,-1.0,-1,1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.8181818181818181,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.827047873560413,1.0,-0.9999999999999999,-1.0,-0.8270478735601995,-1.0,-1.0,-1.0,-1.0,1.0,-0.9312504765722567,-0.8979727279925157,-0.7815429484597508,-0.8270478735601422,-0.8270478735603972,-0.7815429484598149,-0.9619988038583652,-1.0,0,0,0,0,1,0,0
1069,0.29032258064516125,1.0,-0.6000000000000001,-1.0,0.9999999999999998,1,0.6000000000000001,1.0,-1.0,0.9999999999999998,0.3333333333333335,-1.0,0.9999999999999998,-1.0,-1.0,-1.0,-0.1428571428571429,0.1428571428571428,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,1.0,-1.0,1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.8900039147822102,-0.7644804179820088,-1.0,-1.0,-0.7644804179821916,-1.0,-1.0,0,0,0,0,0,0,0
1314,-0.3548387096774195,1.0,-0.38181818181818183,1.0000000000000002,0.33333333333333326,1,-0.11999999999999988,1.0,1.0,0.33333333333333326,-0.33333333333333326,0.2727272727272727,0.33333333333333326,0.9999999999999999,1.0,1.0,0.4285714285714285,0.1428571428571428,-1.0,-1.0,0.5,0.6000000000000001,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-0.09090909090909083,-0.8181818181818181,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-0.7006459719665177,1.0,-0.9999999999999999,-1.0,-0.7006459719664615,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8810301244638123,-0.8519103665854866,-0.6829159101992912,-0.7006459719663504,-0.7006459719664524,-0.6829159101992357,-0.9342395794212637,-1.0,1,0,0,1,1,0,1
192,0.9999999999999998,1.0,-0.8181818181818182,-1.0,0.9999999999999998,-1,0.4933333333333334,-1.0,-1.0,0.9999999999999998,1.0,-1.0,0.9999999999999998,-1.0,-1.0,-1.0,-0.1428571428571429,-0.9999999999999999,-1.0,-1.0,1.0,1.0,-1.0,-1,1,-1.0,1.0,-1.0,-1.0,-1.0,1,-1.0,-1.0,-1,0.3333333333333335,-1.0,-1,-1.0,-0.9999999999999999,-1.0,-0.9999999999999999,0.3333333333333335,-1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.9866566398312377,-0.9714296867617644,-1.0,-1.0,-0.9609958547794467,-1.0,-1.0,0,0,0,0,0,0,0
1062,-1.0,1.0,-0.20000000000000007,-1.0,0.33333333333333326,1,0.06666666666666687,1.0,1.0,0.33333333333333326,-0.9999999999999999,-1.0,0.33333333333333326,-1.0,1.0,0.5,0.9999999999999999,0.1428571428571428,-1.0,-1.0,-0.5,-0.19999999999999996,1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9265405190686282,-0.8427112545876589,-1.0,-1.0,-0.8427112545875153,-1.0,-1.0,0,0,0,1,0,0,0
1239,-0.29032258064516125,1.0,-0.3090909090909091,-1.0,0.9999999999999998,1,0.7600000000000002,1.0,-1.0,0.9999999999999998,-0.33333333333333326,-1.0,0.9999999999999998,-1.0,0.0,-0.5,0.4285714285714285,0.1428571428571428,-1.0,-1.0,1.0,1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1,-1.0,-1.0,-1,-0.9999999999999999,1.0,1,-1.0,-0.9999999999999999,-1.0,-0.33333333333333326,-0.9999999999999999,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.907729528779879,-0.8024338523382691,-1.0,-1.0,-0.8024338523383877,-1.0,-1.0,0,0,0,0,0,0,0
270,0.29032258064516125,-1.0,-0.1636363636363637,-1.0,0.0,1,-0.2799999999999998,1.0,-1.0,0.0,0.3333333333333335,-1.0,0.0,-1.0,0.0,-0.5,0.4285714285714285,0.1428571428571428,1.0,0.0,0.5,0.6000000000000001,-1.0,0,-1,-1.0,-1.0,-1.0,1.0,0.0,-1,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,1.0,-0.5999999999999999,-1.0,-0.33333333333333326,-0.33333333333333326,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-0.9951166682053818,-0.9951166682052387,-1.0,-1.0,-0.9951166682052427,-1.0,-1.0,0,0,0,1,0,0,0
266,-0.935483870967742,1.0,0.2727272727272727,1.0000000000000002,0.0,-1,-0.3866666666666665,-1.0,-1.0,0.0,-0.9999999999999999,0.2727272727272727,0.0,-0.1428571428571429,0.0,-0.5,-0.1428571428571429,0.1428571428571428,1.0,0.0,0.0,0.20000000000000018,-1.0,0,1,-1.0,-1.0,-1.0,1.0,0.0,-1,-0.09090909090909083,-0.8181818181818181,1,-0.33333333333333326,-1.0,-1,-1.0,-0.5999999999999999,-0.9820769671107733,-0.33333333333333326,-0.33333333333333326,1.0,-0.98207696711073,-1.0,-1.0,0.0,-1.0,-1.0,-0.9928807604721566,-0.9763375352101678,-0.9763375352101092,-0.965725583416267,-0.968194397897135,-0.9763375352100074,-0.9910671611472975,-1.0,0,0,0,1,0,0,0
