,WWWMALE,WWWWHITE,WWWSEX,W2TOTCL,W12WHITE,AGE65PLM,W2FIPCOM,AGE4049M,W12EDUC3,W12BLACK,W1FIPCOM,WWWBLACK,AGE5059M,AGE1829,AGE3039,WWWHOMLN,W2CIVLIB,W1TRUAM2,WWWAGEC1,EDUCAT4,CENSDIV,W12HISP,WWWEDU3,WWWBRNUS,WWWHISP,W1STATE,WWWEDU5,W2SECURE,W12RACE4,WWWRACE4,AGE6064M,RAC3,NEWRACE,WWWRACE3,WWWAGE,IMPHISP,COMPLET2,RACES,W12OTHET,W2MISSCL,USAWT2RC,USAWT1RV,RACWT1RV,MULT2,RHWT2RC,RHWT2CC,USAWT2CC,USAWT2NC,W3IWER4_A
380,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.1428571428571429,1,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.33333333333333326,0.3333333333333335,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.09333333333333327,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9911699229825741,-0.9848108402929421,-1.0,-1.0,-1.0,-1.0,-1.0,0
97,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.6666666666666666,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,0.38181818181818183,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.8133333333333332,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9664781871936143,-0.9423370637227231,-1.0,-1.0,-1.0,-1.0,-1.0,0
196,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.9999999999999998,0.3333333333333335,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.28,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8601262603542624,-0.8876286366150632,-1.0,-1.0,-1.0,-1.0,-1.0,0
377,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.1428571428571428,1,-1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,-0.23636363636363644,0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.5199999999999999,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9907397703808958,-0.9840709082910626,-1.0,-1.0,-1.0,-1.0,-1.0,0
298,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.1428571428571428,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,0.3333333333333335,-0.3548387096774195,-1.0,0.0,1.0,-1,0.38181818181818183,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.46666666666666656,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.689924682213511,-0.7508925814101319,-1.0,-1.0,-1.0,-1.0,-1.0,0
513,-1,-1,1.0,1.0000000000000002,-1.0,-1.0,0.9999999999999999,1.0,1.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,1.0,0.8181818181818183,0.20000000000000018,0.0,1.0,-0.3548387096774195,1.0,1.0,1.0,1,-0.4181818181818182,1.0,-0.6363636363636362,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.33333333333333326,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-0.881905755922449,-0.879768663661415,-0.9034088941914398,-1.0,-0.916158704104504,-0.9173774195017844,-0.9643959042498514,-1.0,0
83,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.6000000000000001,0.0,0.3333333333333335,0.9999999999999998,1.0,0.0,1.0,1,-0.8181818181818182,0.0,-1.0,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.2799999999999998,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9960397341753409,-0.9968184130115418,-1.0,-1.0,-1.0,-1.0,-1.0,0
58,1,1,-1.0,1.0000000000000002,1.0,-1.0,0.4285714285714285,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-0.09090909090909083,-0.19999999999999996,-1.0,0.3333333333333335,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,0.0,0.2727272727272727,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.8666666666666666,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-0.1961664594880762,-0.4372521637510549,-0.547901258939971,-1.0,-0.4591699139166707,-0.770836832345981,-0.7708368323460906,-1.0,0
498,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.9999999999999999,0.9999999999999998,-1.0,-1.0,1.0,-1,-0.8181818181818182,-1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.9733333333333333,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9375115514843835,-0.8925097683220321,0.0,-1.0,-1.0,-1.0,-1.0,0
91,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.1428571428571429,-1,-1.0,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,0.3333333333333335,-0.935483870967742,-1.0,0.0,1.0,-1,0.2727272727272727,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1,-0.6,0.2796165332134928,-1.0,0.20000000000000018,1.0,-1.0,-1.0,-0.9930896033912464,-0.996178424794787,-1.0,-1.0,-1.0,-1.0,-1.0,0
416,1,1,-1.0,1.0000000000000002,1.0,-1.0,0.4285714285714285,-1.0,0.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,1.0,0.2727272727272727,-1.0,-1.0,0.3333333333333335,0.29032258064516125,-1.0,0.0,-1.0,-1,-0.5636363636363637,0.0,-0.09090909090909083,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9733333333333333,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7414386032760576,-0.7414386032759939,-0.7395792362099431,0
128,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.9999999999999999,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,-0.9999999999999999,0.29032258064516125,-1.0,-1.0,1.0,-1,-0.6363636363636365,-1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.33333333333333326,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9546457569332184,-0.9219833711569183,-1.0,-1.0,-1.0,-1.0,-1.0,0
484,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999999999999999,-1,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.33333333333333326,-0.33333333333333326,0.41935483870967727,-1.0,0.0,1.0,-1,0.709090909090909,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.06666666666666665,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9970576408086351,-0.9976361759203061,-1.0,-1.0,-1.0,-1.0,-1.0,0
289,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,1.0,-1.0,1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,0.29032258064516125,1.0,0.0,-1.0,1,-0.6000000000000001,0.0,-1.0,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.84,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9964245118970351,-0.9971275346327955,-1.0,-1.0,-1.0,-1.0,-1.0,0
62,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,1.0,-1.0,-1.0,-1.0,0.20000000000000018,-0.6666666666666666,-0.33333333333333326,-0.935483870967742,-1.0,0.0,1.0,-1,0.2727272727272727,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.7599999999999999,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9604551805717725,-0.931976518813127,-1.0,-1.0,-1.0,-1.0,-1.0,0
321,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,-0.1428571428571429,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.33333333333333326,0.3333333333333335,-1.0,-1.0,0.0,1.0,-1,-0.12727272727272732,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.013333333333333197,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6259706106588143,-0.6995133430138774,-1.0,-1.0,-1.0,-1.0,-1.0,0
336,-1,-1,1.0,1.0000000000000002,-1.0,1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-0.2727272727272727,-1.0,0.9999999999999998,-0.9999999999999999,0.29032258064516125,1.0,-1.0,-1.0,1,-0.6000000000000001,-1.0,0.4545454545454546,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,0.30666666666666687,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9921480544618809,-0.9966164041466585,-0.9960498447037128,0
290,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571428,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,-0.9999999999999999,0.29032258064516125,-1.0,-1.0,1.0,-1,0.5999999999999999,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.5733333333333337,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7071545322896953,-0.764734648898111,-1.0,-1.0,-1.0,-1.0,-1.0,0
424,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.33333333333333326,-0.33333333333333326,0.9354838709677418,-1.0,0.0,1.0,-1,-0.7454545454545455,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.013333333333333197,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6166828369770514,-0.6920517580583543,-1.0,-1.0,-1.0,-1.0,-1.0,0
283,-1,-1,1.0,1.0000000000000002,-1.0,-1.0,0.4285714285714285,-1.0,-1.0,1.0,-1.0,1,-1.0,1.0,-1.0,-1.0,0.4545454545454546,-1.0,-1.0,-0.9999999999999999,0.41935483870967727,-1.0,-1.0,1.0,-1,0.709090909090909,-1.0,-0.2727272727272727,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-1.0,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9954583389997977,-0.9979992796251136,-0.9979735338880708,0
11,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.33333333333333326,-0.9999999999999999,-0.3548387096774195,-1.0,-1.0,1.0,-1,-0.09090909090909094,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.013333333333333197,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8760047128087656,-0.9003850221616246,-1.0,-1.0,-1.0,-1.0,-1.0,0
474,-1,-1,1.0,1.0000000000000002,-1.0,-1.0,0.1428571428571428,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,0.09090909090909105,-1.0,-0.33333333333333326,-0.9999999999999999,0.9354838709677418,1.0,-1.0,-1.0,1,-0.8909090909090909,-1.0,0.09090909090909105,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,-0.46666666666666656,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8386312137409951,-0.9304622334183515,-0.9294172771051087,0
50,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.6666666666666667,-0.33333333333333326,0.29032258064516125,1.0,0.0,-1.0,1,-0.6000000000000001,-0.5,-1.0,0.3333333333333335,0.3333333333333335,1.0,-1.0,-1.0,-1,0.17333333333333356,-1.0,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9521627432220088,-0.9615686419883762,-1.0,-1.0,-1.0,-1.0,-1.0,0
509,1,1,-1.0,1.0000000000000002,1.0,1.0,0.4285714285714285,-1.0,0.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-0.2727272727272727,-1.0,0.9999999999999998,0.3333333333333335,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,0.0,0.4545454545454546,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.2533333333333334,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7679924075195397,-0.7679924075195763,-0.7638263883301137,0
205,1,1,-1.0,0.8181818181818183,1.0,-1.0,-0.1428571428571429,-1.0,-1.0,-1.0,-1.0,-1,-1.0,1.0,-1.0,-1.0,0.4545454545454546,-1.0,-1.0,-0.33333333333333326,0.41935483870967727,-1.0,0.0,1.0,-1,-0.23636363636363644,-0.5,-0.4545454545454545,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9733333333333333,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-1.0,-1.0,-0.7243563310211999,-0.7243563310211818,-0.7243563310211734,0
418,-1,-1,1.0,1.0000000000000002,-1.0,1.0,0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,0.09090909090909105,-1.0,0.9999999999999998,-0.9999999999999999,0.41935483870967727,1.0,-1.0,-1.0,1,0.709090909090909,-1.0,0.09090909090909105,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,0.4933333333333334,-1.0,-1.0,-0.9999999999999999,-1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9961466283728282,-0.9983394876854907,-0.9980614465207355,0
18,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1,-1.0,-1.0,1.0,-1.0,-1.0,-0.19999999999999996,-0.33333333333333326,1.0,-0.29032258064516125,-1.0,1.0,1.0,-1,0.018181818181818077,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.6799999999999999,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9065538890599659,-0.9249275316728903,-1.0,-1.0,-1.0,-1.0,-1.0,0
486,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.4285714285714285,1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.33333333333333326,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,0.5999999999999999,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.5466666666666666,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.41865928149743936,8.326672684688674e-14,-1.0,-1.0,-1.0,-1.0,-1.0,0
6,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.1428571428571428,1,-1.0,-1.0,1.0,1.0,-1.0,-0.19999999999999996,-0.33333333333333326,-0.9999999999999999,-0.935483870967742,-1.0,-1.0,-1.0,-1,0.19999999999999996,-1.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.5466666666666666,0.2796165332134928,0.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9599623996489791,-0.9311288559761268,-1.0,-1.0,-1.0,-1.0,-1.0,0
251,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1,1.0,-1.0,-1.0,1.0,-1.0,0.6000000000000001,0.33333333333333326,1.0,0.41935483870967727,1.0,1.0,1.0,1,0.709090909090909,0.5,-1.0,0.3333333333333335,0.3333333333333335,-1.0,-1.0,-1.0,-1,0.06666666666666687,-1.0,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9967750750126844,-0.9974091690224377,-1.0,-1.0,-1.0,-1.0,-1.0,0
394,1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.1428571428571428,1,1.0,-1.0,-1.0,-1.0,-1.0,0.20000000000000018,0.33333333333333326,0.3333333333333335,-0.935483870967742,-1.0,0.0,-1.0,-1,0.2727272727272727,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.09333333333333327,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9660151087760028,-0.941540493995394,-1.0,-1.0,-1.0,-1.0,-1.0,0
210,1,1,-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.9999999999999998,0.3333333333333335,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.6533333333333333,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7199664997975246,-0.7750274905718193,-1.0,-1.0,-1.0,-1.0,-1.0,0
138,-1,1,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.3333333333333335,-0.935483870967742,-1.0,0.0,1.0,-1,0.2727272727272727,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.30666666666666664,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.692067765145948,-0.7526142852237186,-1.0,-1.0,-1.0,-1.0,-1.0,0
232,1,-1,-1.0,1.0000000000000002,-1.0,-1.0,0.9999999999999999,-1.0,0.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,1.0,-0.09090909090909083,-1.0,0.33333333333333326,0.3333333333333335,-0.29032258064516125,-1.0,0.0,1.0,-1,0.34545454545454546,0.0,0.2727272727272727,1.0,1.0,-1.0,1.0,1.0,1,-0.11999999999999988,0.2796165332134928,-1.0,1.0000000000000004,1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9657655174442145,-0.9657655174440947,-0.9673950788137637,0
295,1,-1,-1.0,1.0000000000000002,-1.0,-1.0,0.1428571428571428,1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,-1.0,-1.0,-1.0,-0.09090909090909083,0.6000000000000001,0.0,-0.33333333333333326,-0.29032258064516125,-1.0,0.0,1.0,-1,0.018181818181818077,-0.5,0.2727272727272727,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.2533333333333332,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-0.7142857142857143,-0.9921144632155205,-0.9731775532493078,-0.953861056181081,-1.0,-0.9898542407904733,-0.9923674026441218,-0.9966376413734767,-1.0,0
368,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.9999999999999999,-1,-1.0,-1.0,1.0,-1.0,-1.0,0.6000000000000001,-0.33333333333333326,0.3333333333333335,0.29032258064516125,-1.0,0.0,1.0,-1,-0.6000000000000001,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.5466666666666666,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6399066562557797,-0.7107092433158833,-1.0,-1.0,-1.0,-1.0,-1.0,0
448,1,-1,-1.0,1.0000000000000002,-1.0,-1.0,-0.1428571428571429,-1.0,0.0,-1.0,-1.0,-1,-1.0,-1.0,1.0,1.0,0.2727272727272727,-1.0,-0.33333333333333326,0.3333333333333335,0.9999999999999998,-1.0,0.0,1.0,-1,-0.8181818181818182,0.0,-0.09090909090909083,1.0,1.0,-1.0,1.0,1.0,1,-0.43999999999999995,0.2796165332134928,-1.0,1.0000000000000004,1.0,-0.7142857142857143,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8384211816337066,-0.8384211816337016,-0.8509995482067128,0
471,-1,-1,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,1.0,-0.1428571428571429,1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,0.9636363636363636,-0.5,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,-0.41333333333333333,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.7669430627546853,-0.5991043981135141,-1.0,-1.0,-1.0,-1.0,-1.0,0
2,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1428571428571428,-1,1.0,-1.0,-1.0,1.0,-1.0,-0.19999999999999996,0.33333333333333326,-0.33333333333333326,-0.935483870967742,-1.0,0.0,-1.0,-1,0.2727272727272727,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.09333333333333327,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8013252022166358,-0.8403892113439095,-1.0,-1.0,-1.0,-1.0,-1.0,0
90,-1,1,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.4285714285714285,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,-0.9999999999999999,-0.935483870967742,-1.0,-1.0,1.0,-1,0.49090909090909074,-1.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.6000000000000001,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.8107656805389798,-0.8479734757152044,-1.0,-1.0,-1.0,-1.0,-1.0,0
363,-1,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0,1.0,0.4285714285714285,1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.9999999999999998,0.3333333333333335,0.29032258064516125,-1.0,0.0,1.0,-1,-0.1636363636363637,0.0,-1.0,-0.33333333333333326,-0.33333333333333326,-1.0,0.0,0.0,0,0.8400000000000003,0.2796165332134928,-1.0,-0.5999999999999999,-1.0,-1.0,-1.0,-0.9900249069599285,-0.9828412276610903,-1.0,-1.0,-1.0,-1.0,-1.0,0
292,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.4285714285714285,-1,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,0.3333333333333335,0.35483870967741926,-1.0,0.0,1.0,-1,-1.0,0.0,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9466666666666667,0.2796165332134928,0.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7418244653346269,-0.792587680171822,-1.0,-1.0,-1.0,-1.0,-1.0,0
129,1,-1,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.1428571428571429,-1,-1.0,-1.0,-1.0,1.0,-1.0,-0.19999999999999996,0.9999999999999998,1.0,0.9999999999999998,-1.0,1.0,1.0,-1,-0.8181818181818182,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1,0.6266666666666669,0.2796165332134928,-1.0,0.6000000000000001,1.0,-1.0,-1.0,-0.9979698823740559,-0.9988773079720036,-1.0,-1.0,-1.0,-1.0,-1.0,0
366,1,1,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,1.0,-1.0,-1.0,-1.0,0.6000000000000001,-1.0,-0.33333333333333326,-0.3548387096774195,-1.0,0.0,1.0,-1,0.9636363636363636,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.8666666666666666,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7979168312808336,-0.8376510040868363,-1.0,-1.0,-1.0,-1.0,-1.0,0
149,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1428571428571429,-1,-1.0,1.0,-1.0,-1.0,-1.0,-0.19999999999999996,-1.0,-0.33333333333333326,0.29032258064516125,-1.0,0.0,1.0,-1,-0.5636363636363637,-0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.9199999999999999,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.4143090645795756,-0.5294692977963885,-1.0,-1.0,-1.0,-1.0,-1.0,0
187,-1,1,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.4285714285714285,-1,1.0,-1.0,-1.0,-1.0,-1.0,-0.19999999999999996,0.33333333333333326,1.0,0.41935483870967727,-1.0,1.0,1.0,-1,0.709090909090909,0.5,-1.0,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,0.040000000000000036,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.9978321026703372,-0.9982583608671876,-1.0,-1.0,-1.0,-1.0,-1.0,0
151,-1,1,1.0,0.8181818181818183,1.0,-1.0,0.7142857142857141,-1.0,1.0,-1.0,-1.0,-1,1.0,-1.0,-1.0,-1.0,0.4545454545454546,-1.0,0.33333333333333326,1.0,-0.3548387096774195,-1.0,1.0,1.0,-1,0.38181818181818183,0.5,-0.4545454545454545,-0.9999999999999999,-0.9999999999999999,-1.0,-1.0,-1.0,-1,-0.11999999999999988,0.2796165332134928,-1.0,-0.9999999999999999,-1.0,-0.4285714285714286,-1.0,-1.0,-1.0,-1.0,-1.0,-0.981300808111367,-0.9813008081113177,-0.9811583682239177,0
