,W2TOTCL,W2FIPCOM,W2CIVLIB,CENSDIV,W12AGEC1,WWWAGE,W1STATE,W1AGE,AGE3039,COMPLET2,WWWSEX,CENSREGN,RACWT1RV,WWWMALE,W1FIPCOM,W2SECURE,WWWAGEC1,W12OTHET,EDUCAT4,WWWEDU3,W1TRUAM3,IMPHISP,USAWT2CC,W12BLACK,WWWHISP,RAC3,WWWEDU5,AGE65PLM,WWWBRNUS,W12EDUC3,USAWT1RV,RACES,W1AGECAT,WWWWHITE,WWWBLACK,W12RACE4,WWWRACE3,NEWRACE,W12SEX,W1TRUAM2,USAWT2RC,AGE4049M,MULT3,WWWRACE4,AGE6064M,RHWT2RC,IMPRACE,HISWT1RV,W2MISSCL,COMPLET3,W12HISP,RHWT2CC,WWWHOMLN,USAWT2NC,label,naive,MLP,logisticRegression,decisionTree,randomForest,xgb
1970,0.6363636363636365,-0.1428571428571429,0.2727272727272727,-0.3548387096774195,0.0,-0.19999999999999996,-0.4181818181818182,-0.19999999999999996,-1.0,-1.0,-1,-0.33333333333333326,-1.0,1,-1.0,-0.4545454545454545,0.0,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9116891808236252,1.0,-1,0.0,1.0,-1.0,1.0,1.0,-1.0,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.4545454545454545,-1.0,-1.0,-0.8891923338774861,1.0,-0.9164870521540837,1,0,0,1,1,0,1
613,1.0000000000000002,0.9999999999999999,0.2727272727272727,-0.3548387096774195,0.33333333333333326,0.01333333333333342,-0.4181818181818182,0.01333333333333342,-1.0,-1.0,1,-0.33333333333333326,-0.8835321873140355,-1,0.9999999999999999,-0.09090909090909083,0.33333333333333326,-1.0,0.3333333333333335,0.0,-0.5,0.1428571428571428,-0.919716316986597,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-0.7506233925690485,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.19999999999999996,-0.7985004653595705,-1.0,1.0,-0.9999999999999999,-1.0,-0.7985004653597697,-1.0,-0.7506233925689325,-0.8181818181818181,-1.0,-1.0,-0.9556233144164752,-1.0,-1.0,0,0,1,1,0,1,1
293,1.0000000000000002,-0.1428571428571429,0.8181818181818183,0.29032258064516125,0.0,-0.19999999999999996,-0.1636363636363637,-0.19999999999999996,-1.0,-1.0,1,0.3333333333333335,-0.9986278618336729,-1,-0.1428571428571429,-0.6363636363636362,0.0,-1.0,1.0,1.0,-0.5,0.1428571428571428,-0.9987656805516671,1.0,-1,0.0,1.0,-1.0,1.0,1.0,-0.9986278618334599,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,1.0,-0.19999999999999996,-0.9972279349084334,1.0,1.0,-0.33333333333333326,-1.0,-0.9946989488703134,0.0,-0.9986278618336497,-0.8181818181818181,-1.0,-1.0,-0.9984512423438229,1.0,-1.0,1,0,1,1,0,0,0
1476,-1.0,-1.0,-1.0,-0.29032258064516125,-0.6666666666666666,-0.7066666666666666,-0.054545454545454564,-0.7066666666666666,-1.0,1.0,-1,-0.33333333333333326,-0.7855883281001889,1,0.4285714285714285,-1.0,-0.6666666666666666,-1.0,1.0,1.0,-0.5,0.1428571428571428,-1.0,1.0,-1,0.0,1.0,-1.0,1.0,1.0,-0.7855883281002356,-0.5999999999999999,-0.6666666666666666,-1,1,-0.33333333333333326,0,0.0,-1.0,-0.6,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.7855883280999751,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1275,-1.0,-1.0,-1.0,0.35483870967741926,-0.33333333333333326,-0.6266666666666666,-1.0,-0.6266666666666666,1.0,-1.0,1,0.3333333333333335,-0.7638614667130303,-1,-0.1428571428571429,-1.0,-0.33333333333333326,-1.0,1.0,1.0,0.5,0.1428571428571428,-1.0,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.4943888362217522,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.6000000000000001,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.49438883622158847,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1364,1.0000000000000002,0.4285714285714285,-0.2727272727272727,-0.3548387096774195,0.0,-0.22666666666666657,-0.4181818181818182,-0.22666666666666657,-1.0,-1.0,1,-0.33333333333333326,-0.6106972753991875,-1,0.4285714285714285,0.4545454545454546,0.0,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-0.7427617123197523,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.16643928922728146,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,1.0,-0.3485282597764485,1.0,1.0,-0.9999999999999999,-1.0,-0.3485282597766156,-1.0,-0.16643928922717122,-0.8181818181818181,-1.0,-1.0,-0.8578119216265152,-1.0,-1.0,0,0,1,1,0,0,1
883,1.0000000000000002,0.9999999999999999,-0.09090909090909083,-0.935483870967742,0.33333333333333326,-0.1466666666666665,0.2727272727272727,-0.1466666666666665,-1.0,-1.0,1,-0.9999999999999999,-0.7156857575110671,-1,0.9999999999999999,0.2727272727272727,0.33333333333333326,-1.0,-0.33333333333333326,0.0,-0.5,0.1428571428571428,-0.6978506964006324,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.39123677519873035,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.19999999999999996,-0.250667097551344,-1.0,1.0,-0.9999999999999999,-1.0,-0.25066709755126804,-1.0,-0.3912367751987228,-0.8181818181818181,-1.0,-1.0,-0.8329874248187665,-1.0,-1.0,1,0,1,1,0,1,1
263,-1.0,-1.0,-1.0,0.29032258064516125,-0.33333333333333326,-0.6799999999999999,-0.6363636363636365,-0.6799999999999999,1.0,1.0,1,0.3333333333333335,-0.9492463177348633,-1,-0.1428571428571429,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0.5,0.1428571428571428,-1.0,1.0,-1,0.0,-0.5,-1.0,1.0,-1.0,-0.9492463177347714,-0.5999999999999999,-0.33333333333333326,-1,1,-0.33333333333333326,0,0.0,1.0,0.20000000000000018,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.9492463177349059,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1677,1.0000000000000002,0.9999999999999999,0.09090909090909105,-0.3548387096774195,0.9999999999999998,0.3600000000000001,-0.09090909090909094,0.3600000000000001,-1.0,1.0,1,-0.33333333333333326,-1.0,-1,-1.0,0.09090909090909105,0.9999999999999998,-1.0,-0.33333333333333326,0.0,-1.0,0.1428571428571428,-0.7596987885607159,-1.0,-1,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.8671738651601743,-1.0,-0.757702888817139,0,0,1,0,1,1,1
1570,1.0000000000000002,0.4285714285714285,0.2727272727272727,-0.3548387096774195,-0.6666666666666666,-0.7866666666666666,-0.4181818181818182,-0.7866666666666666,-1.0,-1.0,-1,-0.33333333333333326,-1.0,1,-1.0,-0.09090909090909083,-0.6666666666666666,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9455098362654044,-1.0,-1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.6666666666666666,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.969880643579328,1.0,-0.9454233805370055,0,0,1,1,1,1,1
835,-1.0,-1.0,-1.0,-0.3548387096774195,0.9999999999999998,0.2533333333333334,-0.4181818181818182,0.2533333333333334,-1.0,-1.0,-1,-0.33333333333333326,-0.6963810623898478,1,0.4285714285714285,-1.0,0.9999999999999998,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,-0.5,1.0,1.0,-1.0,-0.3499022702759832,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.34990227027576337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,0,0,0,0
1453,1.0000000000000002,-0.1428571428571429,-0.09090909090909083,-0.29032258064516125,-0.6666666666666666,-0.7866666666666666,0.018181818181818077,-0.7866666666666666,-1.0,-1.0,1,-0.33333333333333326,-0.7010992122819959,-1,0.4285714285714285,0.2727272727272727,-0.6666666666666666,-1.0,0.3333333333333335,0.0,1.0,-0.9999999999999999,-0.7118139806376693,1.0,-1,0.0,0.0,-1.0,1.0,0.0,-0.7010992122819814,-0.5999999999999999,-0.6666666666666666,-1,1,-0.33333333333333326,0,0.0,1.0,1.0,-0.2452362308719659,-1.0,1.0,-0.33333333333333326,-1.0,-0.282388027830887,0.0,-0.5919411301693771,-0.8181818181818181,-1.0,-1.0,-0.7949879141244975,-1.0,-1.0,0,0,0,1,0,0,1
1334,-1.0,-1.0,-1.0,0.41935483870967727,0.0,-0.3599999999999999,0.709090909090909,-0.3599999999999999,-1.0,-1.0,1,0.3333333333333335,-0.8713216098937137,-1,0.7142857142857141,-1.0,0.0,-1.0,1.0,1.0,0.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.724478552190817,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.20000000000000018,-1.0,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7244785521909247,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1955,1.0000000000000002,0.4285714285714285,1.0000000000000002,-0.3548387096774195,0.6666666666666667,0.17333333333333356,-0.4181818181818182,0.17333333333333356,-1.0,1.0,-1,-0.33333333333333326,-1.0,1,-1.0,-0.8181818181818181,0.6666666666666667,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.9116891808236252,1.0,-1,0.0,0.5,-1.0,1.0,1.0,-1.0,-0.5999999999999999,0.6666666666666667,-1,1,-0.33333333333333326,0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.33333333333333326,1.0,-1.0,0.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.8891923338774861,-1.0,-0.9164870521540837,0,0,1,1,1,1,1
3088,1.0000000000000002,0.4285714285714285,0.09090909090909105,-0.3548387096774195,0.0,-0.3866666666666665,-0.09090909090909094,-0.3866666666666665,-1.0,-1.0,-1,-0.33333333333333326,-1.0,1,-1.0,0.09090909090909105,0.0,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.8988443370370195,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-1.0,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.9440863587492746,-1.0,-0.8981126505057448,0,0,1,1,0,1,1
1214,1.0000000000000002,0.4285714285714285,0.6363636363636365,0.9354838709677418,0.9999999999999998,0.3600000000000001,-0.8909090909090909,0.3600000000000001,-1.0,-1.0,1,1.0,-0.9197288503636439,-1,0.9999999999999999,-0.4545454545454545,0.9999999999999998,-1.0,0.3333333333333335,0.0,0.5,0.1428571428571428,-0.9442809896311987,-1.0,-1,-1.0,0.0,1.0,1.0,0.0,-0.8281263594698042,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.6000000000000001,-0.8603602721113677,-1.0,1.0,-0.9999999999999999,-1.0,-0.86036027211132,-1.0,-0.8281263594698947,-0.8181818181818181,-1.0,-1.0,-0.969201400442143,-1.0,-1.0,1,0,1,0,1,1,1
1649,0.6363636363636365,0.9999999999999999,0.6363636363636365,-0.3548387096774195,-0.33333333333333326,-0.5466666666666666,-0.09090909090909094,-0.5466666666666666,1.0,-1.0,-1,-0.33333333333333326,-1.0,1,-1.0,-0.8181818181818181,-0.33333333333333326,-1.0,1.0,1.0,-1.0,0.1428571428571428,-0.8910292037820503,-1.0,-1,-1.0,1.0,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,-1.0,-1.0,-0.9397665555436129,-1.0,-0.890856307447991,0,0,1,1,0,1,1
2479,1.0000000000000002,0.4285714285714285,0.8181818181818183,-0.3548387096774195,0.9999999999999998,0.7866666666666666,-0.4181818181818182,0.7866666666666666,-1.0,1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.6363636363636362,0.9999999999999998,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.9985991526835808,-1.0,-1,-1.0,0.0,1.0,1.0,0.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.9992256837431992,-1.0,-0.9986001875011546,0,0,1,0,1,1,1
1940,1.0000000000000002,0.9999999999999999,0.2727272727272727,0.41935483870967727,0.9999999999999998,0.5466666666666669,0.709090909090909,0.5466666666666669,-1.0,-1.0,-1,0.3333333333333335,-1.0,1,-1.0,-0.09090909090909083,0.9999999999999998,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.8073954561110406,-1.0,-1,-1.0,0.0,1.0,1.0,0.0,-1.0,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.8935381267363065,-1.0,-0.8071306656001936,0,0,1,0,1,1,1
361,1.0000000000000002,0.9999999999999999,0.09090909090909105,-0.935483870967742,0.9999999999999998,0.41333333333333355,0.19999999999999996,0.41333333333333355,-1.0,-1.0,-1,-0.9999999999999999,-0.9971610073147197,1,0.4285714285714285,0.09090909090909105,0.9999999999999998,-1.0,1.0,1.0,1.0,0.1428571428571428,-0.9976788124426101,-1.0,-1,-1.0,0.5,1.0,1.0,1.0,-0.9939212530223432,-0.9999999999999999,0.9999999999999998,1,-1,-0.9999999999999999,-1,-1.0,-1.0,1.0,-0.9942017160341663,-1.0,1.0,-0.9999999999999999,-1.0,-0.9942017160343835,-1.0,-0.9939212530222901,-0.8181818181818181,-1.0,-1.0,-0.9987169670529804,-1.0,-1.0,1,0,1,1,1,1,1
1299,0.8181818181818183,0.1428571428571428,-0.09090909090909083,-0.3548387096774195,0.0,-0.3599999999999999,-0.09090909090909094,-0.3599999999999999,-1.0,1.0,1,-0.33333333333333326,-0.41604591309878125,-1,0.4285714285714285,0.09090909090909105,0.0,-1.0,-0.33333333333333326,0.0,0.5,0.1428571428571428,-0.6141425684796284,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,0.2503410661590777,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.6000000000000001,-0.022792389664672896,1.0,1.0,-0.9999999999999999,-1.0,-0.022792389664756385,-1.0,0.25034106615908813,-0.6363636363636362,1.0,-1.0,-0.7867178824398174,-1.0,-1.0,1,0,0,1,0,0,1
423,-1.0,-1.0,-1.0,0.41935483870967727,0.0,-0.19999999999999996,-0.23636363636363644,-0.19999999999999996,-1.0,-1.0,1,0.3333333333333335,-0.8768598642537071,-1,0.4285714285714285,-1.0,0.0,-1.0,0.3333333333333335,0.0,0.5,-0.9999999999999999,-1.0,-1.0,1,1.0,0.0,-1.0,-1.0,0.0,-0.616972947927229,0.20000000000000018,0.0,-1,-1,0.3333333333333335,1,1.0,1.0,0.6000000000000001,-1.0,1.0,1.0,0.3333333333333335,-1.0,-1.0,1.0,-0.47709209073468917,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0,0,0,1,0,0,0
1912,0.6363636363636365,0.9999999999999999,0.09090909090909105,-0.29032258064516125,-0.33333333333333326,-0.6799999999999999,-0.34545454545454546,-0.6799999999999999,1.0,1.0,-1,-0.33333333333333326,-1.0,1,-1.0,-0.2727272727272727,-0.33333333333333326,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.8601421722172062,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-1.0,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,1.0,-1.0,-0.9226937950907377,-1.0,-0.8591305423598047,0,0,1,1,0,0,1
2332,0.6363636363636365,0.4285714285714285,0.2727272727272727,0.9999999999999998,0.33333333333333326,0.06666666666666687,-0.8181818181818182,0.06666666666666687,-1.0,1.0,1,1.0,-1.0,-1,-1.0,-0.4545454545454545,0.33333333333333326,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.9953663979871645,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-1.0,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-1.0,-0.4545454545454545,1.0,-1.0,-0.9974387834249319,-1.0,-0.9953766514795163,0,0,1,1,0,1,1
1146,0.8181818181818183,0.4285714285714285,0.09090909090909105,-0.935483870967742,-0.33333333333333326,-0.46666666666666656,0.19999999999999996,-0.46666666666666656,1.0,-1.0,1,-0.9999999999999999,-0.8788715514586813,-1,-0.1428571428571429,-0.09090909090909083,-0.33333333333333326,-1.0,1.0,1.0,0.5,0.1428571428571428,-0.8863628478795239,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.7406442100694914,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,0.6000000000000001,-0.7171169562102205,-1.0,1.0,-0.9999999999999999,-1.0,-0.7171169562099857,-1.0,-0.7406442100695951,-0.6363636363636362,-1.0,-1.0,-0.9371872343049864,-1.0,-1.0,1,0,1,1,0,0,1
396,-1.0,-1.0,-1.0,0.29032258064516125,-1.0,-0.9199999999999999,-0.5636363636363637,-0.9199999999999999,-1.0,-1.0,1,0.3333333333333335,-0.9839551572249386,-1,0.4285714285714285,-1.0,-1.0,-1.0,0.3333333333333335,0.0,0.0,0.1428571428571428,-1.0,1.0,-1,0.0,0.0,-1.0,1.0,0.0,-0.9839551572250231,-0.5999999999999999,-1.0,-1,1,-0.33333333333333326,0,0.0,1.0,0.20000000000000018,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.9839551572250633,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1096,1.0000000000000002,0.4285714285714285,0.6363636363636365,0.29032258064516125,0.33333333333333326,-0.1466666666666665,0.3090909090909091,-0.1466666666666665,-1.0,-1.0,1,0.3333333333333335,-0.7800078295642647,-1,0.1428571428571428,-0.4545454545454545,0.33333333333333326,-1.0,-0.33333333333333326,0.0,-0.5,0.1428571428571428,-0.7899818365376382,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.5289608359640177,-0.9999999999999999,0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.19999999999999996,-0.47221877502221243,-1.0,1.0,-0.9999999999999999,-1.0,-0.4722187750223672,-1.0,-0.5289608359640727,-0.8181818181818181,-1.0,-1.0,-0.8839127745891938,-1.0,-1.0,1,0,1,1,0,1,1
1077,-1.0,-1.0,-1.0,-0.29032258064516125,0.0,-0.3866666666666665,0.018181818181818077,-0.3866666666666665,-1.0,-1.0,1,-0.33333333333333326,-0.8500241109882891,-1,0.4285714285714285,-1.0,0.0,-1.0,-0.33333333333333326,0.0,1.0,0.1428571428571428,-1.0,1.0,-1,0.0,-0.5,-1.0,1.0,-1.0,-0.850024110988212,-0.5999999999999999,0.0,-1,1,-0.33333333333333326,0,0.0,1.0,1.0,-1.0,1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-0.8500241109883564,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1544,1.0000000000000002,0.4285714285714285,0.4545454545454546,0.41935483870967727,-0.33333333333333326,-0.6266666666666666,0.709090909090909,-0.6266666666666666,1.0,-1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.2727272727272727,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,-1.0,0.1428571428571428,-0.3248042430627698,1.0,-1,0.0,-0.5,-1.0,1.0,-1.0,-1.0,-0.5999999999999999,-0.33333333333333326,-1,1,-0.33333333333333326,0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-0.33333333333333326,-1.0,-1.0,0.0,-1.0,-0.8181818181818181,-1.0,-1.0,-0.1528006794668234,-1.0,-0.3200650194152571,0,0,0,1,0,0,0
874,-1.0,-1.0,-1.0,0.9354838709677418,-0.33333333333333326,-0.6533333333333332,0.23636363636363633,-0.6533333333333332,1.0,-1.0,1,1.0,-0.6599292734810848,-1,0.4285714285714285,-1.0,-0.33333333333333326,-1.0,-0.33333333333333326,0.0,0.0,-0.9999999999999999,-1.0,-1.0,1,-1.0,-0.5,-1.0,1.0,-1.0,-0.27185303724541354,-0.9999999999999999,-0.33333333333333326,-1,-1,0.3333333333333335,-1,-1.0,1.0,0.20000000000000018,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-0.005934949316724669,-1.0,-1.0,1.0,-1.0,1.0,-1.0,0,0,0,1,0,0,0
1803,0.4545454545454546,0.9999999999999999,0.2727272727272727,-0.29032258064516125,0.33333333333333326,0.01333333333333342,0.018181818181818077,0.01333333333333342,-1.0,-1.0,1,-0.33333333333333326,-1.0,-1,-1.0,-0.6363636363636362,0.33333333333333326,1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-0.9652272464775871,-1.0,-1,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0000000000000004,0.33333333333333326,-1,-1,1.0,1,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.2727272727272727,-1.0,-1.0,-0.9807794125528969,-1.0,-0.9670736796896544,1,0,1,1,0,1,1
2281,1.0000000000000002,-0.1428571428571429,0.2727272727272727,0.9354838709677418,0.9999999999999998,0.52,0.23636363636363633,0.52,-1.0,1.0,-1,1.0,-1.0,1,-1.0,-0.09090909090909083,0.9999999999999998,-1.0,-0.33333333333333326,0.0,-1.0,-0.9999999999999999,-0.9735816583204056,-1.0,1,-1.0,-0.5,1.0,1.0,-1.0,-1.0,-0.9999999999999999,0.9999999999999998,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.3333333333333335,-1.0,-1.0,-1.0,-1.0,-0.8181818181818181,1.0,1.0,-0.966113093663801,1.0,-0.9742850249419648,0,0,0,0,1,0,1
1355,-1.0,-1.0,-1.0,-0.29032258064516125,-0.33333333333333326,-0.5733333333333333,-0.34545454545454546,-0.5733333333333333,1.0,-1.0,-1,-0.33333333333333326,-0.3715058354444626,1,-0.1428571428571429,-1.0,-0.33333333333333326,-1.0,-0.9999999999999999,-1.0,0.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,-1.0,-1.0,1.0,-1.0,0.34570864630000075,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,0.20000000000000018,-1.0,-1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,0.3457086463000627,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,1,1,0,0,0
1271,1.0000000000000002,0.4285714285714285,0.4545454545454546,0.41935483870967727,-0.33333333333333326,-0.5733333333333333,0.709090909090909,-0.5733333333333333,1.0,-1.0,-1,0.3333333333333335,-0.6171606930804083,1,0.1428571428571428,-0.2727272727272727,-0.33333333333333326,-1.0,1.0,1.0,-1.0,-0.9999999999999999,-0.7811777812387573,-1.0,1,-1.0,1.0,-1.0,-1.0,1.0,-0.1802785220295876,-0.9999999999999999,-0.33333333333333326,-1,-1,0.3333333333333335,-1,-1.0,-1.0,-0.6,-0.4479941815916004,-1.0,1.0,0.3333333333333335,-1.0,-0.41752379630940606,-1.0,0.11908243009373476,-0.8181818181818181,-1.0,1.0,-0.7193159161401463,1.0,-1.0,0,0,1,1,1,1,0
1902,1.0000000000000002,0.9999999999999999,0.6363636363636365,0.41935483870967727,0.33333333333333326,0.06666666666666687,0.709090909090909,0.06666666666666687,-1.0,1.0,1,0.3333333333333335,-1.0,-1,-1.0,-0.4545454545454545,0.33333333333333326,1.0,-0.9999999999999999,-1.0,-1.0,0.1428571428571428,-0.46770979848522676,-1.0,-1,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0000000000000004,0.33333333333333326,-1,-1,1.0,1,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,-0.8181818181818181,1.0,-1.0,-0.705777388067101,-1.0,-0.46742858007778565,0,0,0,1,1,1,1
663,-1.0,-1.0,-1.0,0.9999999999999998,0.0,-0.17333333333333334,0.45454545454545436,-0.17333333333333334,-1.0,-1.0,1,1.0,-0.8305057433256324,-1,0.4285714285714285,-1.0,0.0,-1.0,0.3333333333333335,0.0,-1.0,0.1428571428571428,-1.0,-1.0,-1,-1.0,0.0,-1.0,1.0,0.0,-0.6370851161902296,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.6,-1.0,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.6370851161903197,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
1056,1.0000000000000002,0.9999999999999999,-0.2727272727272727,-0.29032258064516125,-0.33333333333333326,-0.5466666666666666,0.09090909090909083,-0.5466666666666666,1.0,-1.0,-1,-0.33333333333333326,-0.8979727279925157,1,0.4285714285714285,0.4545454545454546,-0.33333333333333326,-1.0,1.0,1.0,0.0,0.1428571428571428,-0.9312504765722567,-1.0,-1,-1.0,0.5,-1.0,1.0,1.0,-0.7815429484597508,-0.9999999999999999,-0.33333333333333326,1,-1,-0.9999999999999999,-1,-1.0,-1.0,0.20000000000000018,-0.827047873560413,-1.0,1.0,-0.9999999999999999,-1.0,-0.8270478735601422,-1.0,-0.7815429484598149,-0.8181818181818181,-1.0,-1.0,-0.9619988038583652,-1.0,-1.0,1,0,1,1,0,0,1
2068,-1.0,-1.0,-1.0,0.29032258064516125,0.0,-0.19999999999999996,-0.5636363636363637,-0.19999999999999996,-1.0,-1.0,1,0.3333333333333335,-0.8900039147822102,-1,0.9999999999999999,-1.0,0.0,-1.0,-0.33333333333333326,0.0,-0.5,0.1428571428571428,-1.0,-1.0,-1,-1.0,-0.5,-1.0,1.0,-1.0,-0.7644804179820088,-0.9999999999999999,0.0,1,-1,-0.9999999999999999,-1,-1.0,1.0,-0.6,-1.0,1.0,1.0,-0.9999999999999999,-1.0,-1.0,-1.0,-0.7644804179821916,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,0,0,1,0,0,0
